A,AthetaU,PthetaM,umNorm,risk,rankIndicator
3.5459725672482745,0.009813258589178888,2.437768162871532e-16,0.24179997973693246,0.002012751226976011,400000.0
8.330499568570609,0.029345583486309345,3.22411905638046e-17,0.24171771513116722,0.0020035808288130993,400000.0
16.83206779652941,0.04611371661560328,1.401910339074399e-16,0.15096396627442707,0.002000119063777017,400000.0
16.59456126995262,0.06085887412552611,4.6757248059707745e-16,0.13962402888642575,0.0019715332454991125,400000.0
16.55677127371237,0.06614508583879686,1.8596424586578448e-16,0.13705366775403527,0.001959547132128715,400000.0
16.681564767106448,0.07853721906486821,1.0614895199817627e-16,0.13338898594977547,0.0016271881750325565,400000.0
15.871633273173103,0.09116691218861425,4.097590635975084e-16,0.13176699986430396,0.0016252079734514512,400000.0
14.09758409030723,0.08341588910038351,2.30029379285181e-16,0.1313195267576818,0.0014844414758901983,400000.0
13.624661261701425,0.06795237613615325,1.9291479862457347e-16,0.12738238355766401,0.001485683407773439,400000.0
13.596693747393243,0.06845387611331791,3.6929155863996736e-16,0.12738060567484685,0.0014866946107487448,400000.0
13.5918848063063,0.07081548331624844,2.667107098226868e-16,0.1273526618287462,0.001485258891962224,400000.0
13.57945238334603,0.07128951418093996,5.178677798685163e-16,0.12709470403425063,0.0014859120791653217,400000.0
13.581441501543605,0.07172287524769981,6.008785854504078e-16,0.12677975360704463,0.0014826573862506567,400000.0
13.103986592068818,0.06633764846759094,4.06124643017774e-16,0.12490719689160235,0.0014623089034428002,400000.0
11.836962880696854,0.06305768969650272,3.0971488924888605e-16,0.12469740584839144,0.0014253469217070248,400000.0
11.847188825232806,0.06574052576393012,4.245024810655275e-16,0.1225773336916778,0.001424924853377097,400000.0
11.838576059942675,0.06432139187307884,3.4802098643827014e-16,0.121933855466291,0.0014221498494975716,400000.0
12.005904850459782,0.06525407913657003,3.455045764240643e-16,0.12187802671305097,0.0014121506281589012,400000.0
11.918262751852799,0.05962156720280584,3.7954619035151136e-16,0.1205381861574171,0.0014122706938923702,400000.0
13.58444103194879,0.05803330503520347,3.038121269819131e-16,0.12044804920849916,0.0010464566106306217,400000.0
13.664145263566672,0.0531976106280467,2.7731977579214235e-16,0.12005761495107474,0.0009822967278687094,400000.0
13.632913341501597,0.05059051620791581,4.631990277504268e-16,0.11906632498959133,0.0009797617527911807,400000.0
13.634935806813198,0.05199095539404147,4.534045807179083e-16,0.1187637607075032,0.0009782223200177928,400000.0
13.96894555085206,0.05303417785161059,4.568243860746541e-16,0.11844164343718344,0.0009721885354839165,400000.0
13.884803305695186,0.05637533445454519,5.078067336180223e-16,0.11844160399034094,0.000970898500930451,400000.0
13.973892823584354,0.05410900507305251,5.435786880005909e-16,0.1153430530472284,0.0009215760270427662,400000.0
13.973071024380014,0.054458468232146874,3.833464928501776e-16,0.11518791625145049,0.0009216841583880918,400000.0
13.88806276900656,0.05349210623449787,4.925627548147855e-16,0.11502553583675279,0.0009212868332304223,400000.0
13.867787778609456,0.05268410509310184,4.621682509672362e-16,0.11502420652732932,0.0009191749344532817,400000.0
14.062506268181913,0.050182742765965266,4.605816885519923e-16,0.11475734195763324,0.0009138089615112569,400000.0
14.285511066927906,0.05017565337900531,4.729769285108704e-16,0.11457389351970534,0.0008914294351649837,400000.0
11.735222581509227,0.05107532687444914,3.432546779709727e-16,0.11452992150039133,0.0008010249921546559,400000.0
11.779537833105543,0.05333062682963381,4.433177796944601e-16,0.11445316017246378,0.000796584832421247,400000.0
10.820609362693832,0.05373333543702453,4.372663969217333e-16,0.11445314940481567,0.0007754746092926686,400000.0
11.473926289669913,0.06084340451016632,4.2045642120212067e-16,0.11433938830874325,0.0006652349993846843,400000.0
11.091112160008484,0.06346194314979207,6.166340887116106e-16,0.1125752205254586,0.0006652006946835557,400000.0
10.961730142517496,0.0633002987977694,4.2667881734428875e-16,0.11230664993540383,0.0006446309823964888,400000.0
10.96293642751656,0.06616202984099173,4.609438964122572e-16,0.11117996726421539,0.0006447722924491805,400000.0
11.177313813320376,0.06923325386277994,5.057473674093565e-16,0.11116814387212111,0.0006425822960860587,400000.0
11.177841411101921,0.06916685906386572,4.093245348953535e-16,0.11042366658971942,0.0006467329625217434,400000.0
11.187594565888958,0.06869530000127635,5.335016125829052e-16,0.11008537050526447,0.0006411515796088063,400000.0
11.184863127064215,0.06840693488648632,6.599370820407088e-16,0.10957181866583293,0.000640160982740721,400000.0
11.334496646228088,0.06864187917410507,5.133428100340207e-16,0.10953363446630202,0.0006389735761364181,400000.0
11.359212621405739,0.07076073014090896,5.963416853264191e-16,0.10902079382812613,0.000637193930029283,400000.0
11.538886563861737,0.07176532455066645,5.438926631348053e-16,0.10897214609295909,0.0006366643710463085,400000.0
11.429605532219993,0.0716588664478348,6.295206918053981e-16,0.10894242783622163,0.0006371088669094808,400000.0
11.052870700466011,0.07268452661916393,6.26421653408638e-16,0.10890749984815543,0.0006369987106551153,400000.0
11.011341939765959,0.07157393879497313,7.632811342273527e-16,0.10862300791242374,0.0006370002864592945,400000.0
11.004260381166805,0.06994104181038696,6.47713854061149e-16,0.10861662677835128,0.0006364265298198414,400000.0
10.99787095838282,0.07000697983777915,4.0300919261124084e-16,0.1085414647352444,0.0006344533069181417,400000.0
10.940248680695857,0.0687949453884976,4.89275160432943e-16,0.10812422075789985,0.0006203262838110855,400000.0
10.933006005769403,0.06876436668825475,5.333587691809996e-16,0.10789219171324095,0.0006224857258835806,400000.0
10.941441361185618,0.06991016500474882,5.346860401341288e-16,0.10781199651744,0.0006228656711085102,400000.0
10.920521698435191,0.07052825820460505,4.451901164599939e-16,0.10729596891162771,0.0006214938298571053,400000.0
10.911223430977538,0.07136006204905351,5.569030449056647e-16,0.10717762136949631,0.0006235859135887827,400000.0
10.858703812741249,0.07182567995135367,6.078981002512984e-16,0.1071751065016366,0.0006226680836796896,400000.0
10.411319830365066,0.07007836334775885,1.0099481945465629e-15,0.10675697754018716,0.0006220332622533982,400000.0
10.372779307364448,0.07041797353498687,4.3199675159990854e-16,0.1067239534672924,0.0006226052519135701,400000.0
10.369419703078831,0.07033078059311675,5.256786033387081e-16,0.10666821844094665,0.0005765996541081595,400000.0
