1.0,0.7071067811865477,1.8847429178193238,4.190659008769226e-16,11.25518558704562,13.859293692429361
3.0,0.9165151389911681,2.7025568053593454,4.190659008769226e-16,11.087075519711242,13.551213151867433
5.0,0.9165151389911681,2.9206757390966054,1.690924573599123,10.901130446877097,13.32654550866829
7.0,0.9999999999999999,3.584934794017169,1.690924573599123,10.6994603656983,13.439914783482294
9.0,0.9999999999999999,3.584934794017169,2.695247263961589,10.491583303622852,13.439914783482294
11.0,4.236067977499782,4.095245752325784,2.695247263961589,10.307045724697197,12.672955701567913
13.0,4.236067977499782,4.242773907550436,2.695247263961589,10.247722860122385,14.98606695378674
15.0,6.546755636442654,4.544441524731549,2.695247263961589,10.121785913251836,14.771883890655136
17.0,2.265407131897428,4.583673413515154,3.3672113810434827,9.89235968319028,16.391524217638757
19.0,2.2654071318974283,5.297690332465804,3.3672113810434827,9.5301150121224,17.155832757728696
21.0,4.607570706784536,5.534747560046937,3.369418912851119,9.39485973083935,17.04960342499253
23.0,4.607570706784536,5.812461292217212,3.899974135737437,9.0152483365065,16.596020069409214
25.0,4.607570706784531,5.451492621503811,4.722450091220334,8.846871113780336,17.31857865412623
27.0,2.2360679774997902,5.3186924597213965,5.100344526105723,8.715484897733319,17.349058122474812
29.0,2.2360679774997885,5.23105833479473,5.792028232291945,8.327720202610509,17.363924127731245
31.0,2.2360679774997902,5.235012844102315,5.792171144804217,8.325146809191487,17.36284783948015
33.0,4.2360679774997925,5.607126233040159,5.792171144804216,8.080314760181396,17.895593576997463
35.0,4.236067977499789,5.882881989215223,5.826753954487768,7.855706048836915,16.40659768681975
37.0,4.236067977499789,5.754818381699925,6.472825387663904,7.434468465348952,16.688967008907206
39.0,4.2360679774997925,6.064147064000588,6.472825387663904,7.185139124036468,16.22624087805465
41.0,4.236067977499791,6.038905215382241,6.58404172887107,7.10492470642217,16.229027789519176
43.0,4.757115282682841,6.378988349223099,6.58404172887107,6.801303022152858,16.466174406830447
45.0,6.546755636442653,6.693624239014901,6.863873962393036,6.208324254008653,23.631260977041244
47.0,4.757115282682839,6.288572722592148,7.605261796853936,5.738606370040015,16.04790641692217
49.0,2.0928925730550585,6.531022360065809,7.611644564399407,5.452210058552218,16.360452447716085
51.0,2.04577251550244,6.412897017870137,7.97881098831098,5.052377293018897,16.145512949051835
53.0,2.045772515502441,6.412044309393207,8.087850416282077,4.8771128534077945,16.017666657473665
55.0,2.0457725155024393,5.671948539945855,9.011135403822296,4.113245867632707,16.295073252977684
57.0,2.045772515502441,4.006239875922844,10.202893695200025,3.178649704715312,16.030294400003903
59.0,2.045772515502441,3.8142124233593355,10.430817300188247,2.63318321305021,18.82106105944621
61.0,2.045772515502441,3.1182649638168245,10.755114566479834,2.2083280602015165,18.881158514392833
63.0,2.045772515502441,0.7443836186675254,11.382285916019798,0.36386431679316267,18.982468210095387
